Date,RELIANCE.NS,HDFCBANK.NS,INFY.NS,HDFC.NS,ICICIBANK.NS,TCS.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,AXISBANK.NS,LT.NS,SBIN.NS,BAJFINANCE.NS,BHARTIARTL.NS,ASIANPAINT.NS,HCLTECH.NS,MARUTI.NS,ULTRACEMCO.NS,M&M.NS,SUNPHARMA.NS,TITAN.NS,NESTLEIND.NS,TECHM.NS,BAJAJFINSV.NS,POWERGRID.NS,DRREDDY.NS,INDUSINDBK.NS,NTPC.NS,BAJAJ-AUTO.NS,ONGC.NS
2021-03-04,2175.85009765625,1552.050048828125,1330.3499755859375,2582.949951171875,620.75,3049.699951171875,1897.699951171875,2196.89990234375,209.6999969482422,736.7999877929688,1462.5999755859375,395.6499938964844,5485.89990234375,539.5999755859375,2417.10009765625,958.0,7131.60009765625,6775.5498046875,845.25,618.9500122070312,1470.5,16661.80078125,968.0499877929688,10129.9501953125,225.14999389648438,4575.0498046875,1091.949951171875,110.80000305175781,3879.050048828125,112.69999694824219
2021-03-05,2178.699951171875,1530.0,1316.699951171875,2543.89990234375,609.4500122070312,3008.050048828125,1922.5,2201.10009765625,208.5500030517578,730.75,1463.550048828125,383.6499938964844,5444.89990234375,532.7999877929688,2387.10009765625,941.5,7249.0,6810.2998046875,840.4000244140625,611.2000122070312,1474.199951171875,16782.900390625,959.7000122070312,9958.099609375,220.25,4492.5,1039.9000244140625,108.69999694824219,3852.85009765625,114.94999694824219
2021-03-08,2191.10009765625,1519.5,1335.75,2510.25,608.0499877929688,3006.949951171875,1915.8499755859375,2174.550048828125,208.0,743.2999877929688,1515.199951171875,389.6000061035156,5320.64990234375,525.7000122070312,2382.699951171875,961.9000244140625,7259.5,6668.14990234375,851.0,614.7999877929688,1456.75,16852.44921875,968.5,9839.099609375,220.14999389648438,4492.25,1018.25,110.55000305175781,3798.75,118.25
2021-03-09,2191.050048828125,1562.5,1345.550048828125,2577.300048828125,625.0999755859375,3050.949951171875,1978.949951171875,2198.5,207.8000030517578,745.4500122070312,1508.300048828125,387.6000061035156,5415.0498046875,521.75,2422.699951171875,973.1500244140625,7301.5498046875,6697.39990234375,852.0,612.5999755859375,1456.9000244140625,16910.80078125,988.1500244140625,9969.150390625,216.0,4448.2998046875,1024.800048828125,109.5,3798.75,116.75
2021-03-10,2181.949951171875,1555.75,1368.1500244140625,2599.800048828125,625.5999755859375,3070.949951171875,1963.949951171875,2227.85009765625,206.5,760.75,1524.199951171875,387.70001220703125,5545.0498046875,525.8499755859375,2431.949951171875,988.5,7272.10009765625,6764.0498046875,863.7999877929688,626.0,1471.25,16931.44921875,1008.75,9991.4501953125,215.14999389648438,4500.39990234375,1039.8499755859375,109.6500015258789,3867.550048828125,114.4000015258789
2021-03-12,2137.60009765625,1551.949951171875,1374.8499755859375,2568.0,612.8499755859375,3057.949951171875,1935.1500244140625,2204.75,205.1999969482422,750.5999755859375,1514.0,381.1000061035156,5557.85009765625,524.2000122070312,2401.35009765625,979.25,7096.2001953125,6638.14990234375,855.7999877929688,613.5999755859375,1482.5,16722.44921875,1003.25,9934.099609375,220.0500030517578,4426.5,1022.6500244140625,109.0999984741211,3746.39990234375,115.05000305175781
2021-03-15,2108.89990234375,1528.6500244140625,1373.5999755859375,2535.5,603.5,3066.14990234375,1918.6500244140625,2210.85009765625,205.4499969482422,744.4000244140625,1483.75,383.8999938964844,5439.0498046875,522.8499755859375,2355.0,992.3499755859375,7089.2998046875,6561.4501953125,844.4000244140625,605.5,1492.199951171875,16833.05078125,1026.6500244140625,9689.0498046875,224.14999389648438,4342.25,1038.6500244140625,110.5,3664.64990234375,114.3499984741211
2021-03-16,2100.60009765625,1512.1500244140625,1384.0,2510.39990234375,594.9500122070312,3110.050048828125,1903.199951171875,2244.050048828125,207.85000610351562,737.75,1461.800048828125,378.54998779296875,5455.9501953125,529.2999877929688,2468.60009765625,1007.25,7150.2998046875,6639.9501953125,842.8499755859375,602.2999877929688,1500.949951171875,16741.94921875,1026.550048828125,9613.2998046875,224.4499969482422,4449.7001953125,1034.699951171875,109.55000305175781,3654.449951171875,115.0999984741211
2021-03-17,2055.35009765625,1495.3499755859375,1387.0,2515.550048828125,589.5,3112.949951171875,1868.3499755859375,2226.300048828125,210.60000610351562,727.9000244140625,1437.6500244140625,368.1499938964844,5359.7998046875,522.9000244140625,2422.949951171875,987.4500122070312,7064.64990234375,6520.25,836.9500122070312,584.75,1472.550048828125,16455.75,1020.0499877929688,9525.099609375,220.4499969482422,4355.85009765625,1008.9500122070312,106.55000305175781,3569.60009765625,109.3499984741211
2021-03-18,2009.0999755859375,1491.0,1337.0999755859375,2514.60009765625,578.5999755859375,3036.5,1830.4000244140625,2215.199951171875,217.64999389648438,718.75,1428.0999755859375,367.1000061035156,5371.85009765625,527.2000122070312,2404.550048828125,947.75,7113.75,6510.0498046875,845.6500244140625,574.5499877929688,1468.199951171875,16201.25,996.2000122070312,9430.150390625,221.0500030517578,4212.75,1002.7999877929688,103.80000305175781,3664.5,110.19999694824219
2021-03-19,2082.0,1497.5,1344.449951171875,2531.64990234375,586.6500244140625,3050.199951171875,1834.1500244140625,2312.050048828125,222.9499969482422,726.25,1411.25,371.1499938964844,5453.25,529.9500122070312,2411.25,960.4500122070312,7113.5498046875,6672.0,850.2999877929688,578.2999877929688,1465.449951171875,16450.849609375,989.4500122070312,9440.650390625,230.1999969482422,4274.4501953125,1011.9000244140625,108.5,3650.050048828125,110.5
2021-03-22,2062.39990234375,1469.1500244140625,1370.800048828125,2531.85009765625,573.4500122070312,3129.64990234375,1822.6500244140625,2353.199951171875,226.0,716.2000122070312,1400.050048828125,367.0,5389.35009765625,528.0,2425.699951171875,978.75,7101.25,6728.0,853.0499877929688,591.0,1460.300048828125,16588.05078125,1013.5499877929688,9405.849609375,223.5500030517578,4353.9501953125,968.1500244140625,109.8499984741211,3664.75,109.5999984741211
2021-03-23,2087.5,1500.1500244140625,1371.550048828125,2509.89990234375,586.4000244140625,3142.60009765625,1812.6500244140625,2337.300048828125,222.1999969482422,730.5499877929688,1404.3499755859375,372.70001220703125,5378.7998046875,529.25,2410.300048828125,980.8499755859375,7186.25,6939.10009765625,844.6500244140625,587.8499755859375,1495.3499755859375,16681.349609375,1013.8499755859375,9405.2001953125,219.0,4372.25,990.0499877929688,108.6500015258789,3678.35009765625,107.1500015258789
